300.0,210.0,310.0,1.0,1.0,1.0
300.0,220.0,320.0,1.0,1.0,1.0
300.0,230.0,330.0,1.0,1.0,1.0
300.0,240.0,340.0,1.0,1.0,1.0
300.0,250.0,350.0,1.0,1.0,1.0
300.0,260.0,360.0,1.0,1.0,1.0
300.0,270.0,370.0,1.0,1.0,1.0
300.0,280.0,380.0,1.0,1.0,1.0
300.0,290.0,390.0,1.0,1.0,1.0
300.0,300.0,400.0,1.0,1.0,1.0
310.0,310.0,410.0,1.0,1.0,1.0
320.0,320.0,420.0,1.0,1.0,1.0
330.0,330.0,430.0,1.0,1.0,1.0
340.0,340.0,440.0,1.0,1.0,1.0
350.0,350.0,450.0,1.0,1.0,1.0
350.0,360.0,460.0,1.0,1.0,0.0
350.0,370.0,470.0,1.0,1.0,0.0
350.0,380.0,480.0,1.0,1.0,0.0
350.0,390.0,490.0,1.0,1.0,0.0
350.0,400.0,480.0,1.0,-1.0,0.0
350.0,410.0,470.0,1.0,-1.0,0.0
350.0,420.0,460.0,1.0,-1.0,0.0
350.0,430.0,450.0,1.0,-1.0,0.0
350.0,440.0,440.0,1.0,-1.0,0.0
340.0,450.0,430.0,1.0,-1.0,-1.0
330.0,460.0,420.0,1.0,-1.0,-1.0
320.0,470.0,410.0,1.0,-1.0,-1.0
310.0,480.0,400.0,1.0,-1.0,-1.0
300.0,490.0,390.0,1.0,-1.0,-1.0
290.0,500.0,380.0,1.0,-1.0,-1.0
280.0,510.0,370.0,1.0,-1.0,-1.0
280.0,520.0,360.0,1.0,-1.0,0.0
280.0,530.0,350.0,1.0,-1.0,0.0
280.0,540.0,340.0,1.0,-1.0,0.0
280.0,550.0,330.0,1.0,-1.0,0.0
280.0,560.0,320.0,1.0,-1.0,0.0
280.0,570.0,310.0,1.0,-1.0,0.0
280.0,560.0,300.0,-1.0,-1.0,0.0
280.0,550.0,290.0,-1.0,-1.0,0.0
280.0,540.0,280.0,-1.0,-1.0,0.0
280.0,530.0,270.0,-1.0,-1.0,0.0
280.0,520.0,260.0,-1.0,-1.0,0.0
270.0,510.0,250.0,-1.0,-1.0,-1.0
260.0,500.0,240.0,-1.0,-1.0,-1.0
250.0,490.0,230.0,-1.0,-1.0,-1.0
240.0,480.0,220.0,-1.0,-1.0,-1.0
240.0,470.0,210.0,-1.0,-1.0,0.0
240.0,460.0,200.0,-1.0,-1.0,0.0
240.0,450.0,190.0,-1.0,-1.0,0.0
240.0,440.0,180.0,-1.0,-1.0,0.0
240.0,430.0,170.0,-1.0,-1.0,0.0
230.0,420.0,160.0,-1.0,-1.0,-1.0
220.0,410.0,150.0,-1.0,-1.0,-1.0
210.0,400.0,140.0,-1.0,-1.0,-1.0
200.0,390.0,130.0,-1.0,-1.0,-1.0
200.0,380.0,120.0,-1.0,-1.0,0.0
200.0,370.0,110.0,-1.0,-1.0,0.0
200.0,360.0,100.0,-1.0,-1.0,0.0
200.0,350.0,90.0,-1.0,-1.0,0.0
190.0,340.0,80.0,-1.0,-1.0,-1.0
180.0,330.0,70.0,-1.0,-1.0,-1.0
170.0,320.0,60.0,-1.0,-1.0,-1.0
160.0,310.0,50.0,-1.0,-1.0,-1.0
150.0,300.0,40.0,-1.0,-1.0,-1.0
140.0,290.0,30.0,-1.0,-1.0,-1.0
130.0,280.0,20.0,-1.0,-1.0,-1.0
130.0,270.0,10.0,-1.0,-1.0,0.0
130.0,260.0,0.0,-1.0,-1.0,0.0
130.0,250.0,-10.0,-1.0,-1.0,0.0
130.0,240.0,0.0,-1.0,1.0,0.0
130.0,230.0,10.0,-1.0,1.0,0.0
130.0,220.0,20.0,-1.0,1.0,0.0
130.0,210.0,30.0,-1.0,1.0,0.0
130.0,200.0,40.0,-1.0,1.0,0.0
130.0,190.0,50.0,-1.0,1.0,0.0
130.0,180.0,60.0,-1.0,1.0,0.0
120.0,170.0,70.0,-1.0,1.0,-1.0
110.0,160.0,80.0,-1.0,1.0,-1.0
100.0,150.0,90.0,-1.0,1.0,-1.0
90.0,140.0,100.0,-1.0,1.0,-1.0
90.0,130.0,110.0,-1.0,1.0,0.0
90.0,120.0,120.0,-1.0,1.0,0.0
90.0,110.0,130.0,-1.0,1.0,0.0
90.0,100.0,140.0,-1.0,1.0,0.0
90.0,90.0,150.0,-1.0,1.0,0.0
90.0,80.0,160.0,-1.0,1.0,0.0
90.0,70.0,170.0,-1.0,1.0,0.0
90.0,60.0,180.0,-1.0,1.0,0.0
90.0,50.0,190.0,-1.0,1.0,0.0
90.0,40.0,200.0,-1.0,1.0,0.0
90.0,30.0,210.0,-1.0,1.0,0.0
90.0,20.0,220.0,-1.0,1.0,0.0
90.0,10.0,230.0,-1.0,1.0,0.0
90.0,0.0,240.0,-1.0,1.0,0.0
90.0,-10.0,250.0,-1.0,1.0,0.0
90.0,0.0,260.0,1.0,1.0,0.0
90.0,10.0,270.0,1.0,1.0,0.0
90.0,20.0,280.0,1.0,1.0,0.0
100.0,30.0,290.0,1.0,1.0,1.0
110.0,40.0,300.0,1.0,1.0,1.0
120.0,50.0,310.0,1.0,1.0,1.0
130.0,60.0,320.0,1.0,1.0,1.0
140.0,70.0,330.0,1.0,1.0,1.0
140.0,80.0,340.0,1.0,1.0,0.0
140.0,90.0,350.0,1.0,1.0,0.0
140.0,100.0,360.0,1.0,1.0,0.0
140.0,110.0,370.0,1.0,1.0,0.0
140.0,120.0,380.0,1.0,1.0,0.0
150.0,130.0,390.0,1.0,1.0,1.0
160.0,140.0,400.0,1.0,1.0,1.0
160.0,150.0,410.0,1.0,1.0,0.0
160.0,160.0,420.0,1.0,1.0,0.0
160.0,170.0,430.0,1.0,1.0,0.0
160.0,180.0,440.0,1.0,1.0,0.0
170.0,190.0,450.0,1.0,1.0,1.0
180.0,200.0,460.0,1.0,1.0,1.0
190.0,210.0,470.0,1.0,1.0,1.0
200.0,220.0,480.0,1.0,1.0,1.0
210.0,230.0,490.0,1.0,1.0,1.0
220.0,240.0,480.0,1.0,-1.0,1.0
230.0,250.0,470.0,1.0,-1.0,1.0
240.0,260.0,460.0,1.0,-1.0,1.0
240.0,270.0,450.0,1.0,-1.0,0.0
240.0,280.0,440.0,1.0,-1.0,0.0
240.0,290.0,430.0,1.0,-1.0,0.0
240.0,300.0,420.0,1.0,-1.0,0.0
240.0,310.0,410.0,1.0,-1.0,0.0
250.0,320.0,400.0,1.0,-1.0,1.0
260.0,330.0,390.0,1.0,-1.0,1.0
270.0,340.0,380.0,1.0,-1.0,1.0
280.0,350.0,370.0,1.0,-1.0,1.0
290.0,360.0,360.0,1.0,-1.0,1.0
300.0,370.0,350.0,1.0,-1.0,1.0
310.0,380.0,340.0,1.0,-1.0,1.0
320.0,390.0,330.0,1.0,-1.0,1.0
330.0,400.0,320.0,1.0,-1.0,1.0
340.0,410.0,310.0,1.0,-1.0,1.0
350.0,420.0,300.0,1.0,-1.0,1.0
360.0,430.0,290.0,1.0,-1.0,1.0
360.0,440.0,280.0,1.0,-1.0,0.0
360.0,450.0,270.0,1.0,-1.0,0.0
360.0,460.0,260.0,1.0,-1.0,0.0
360.0,470.0,250.0,1.0,-1.0,0.0
360.0,480.0,240.0,1.0,-1.0,0.0
370.0,490.0,230.0,1.0,-1.0,1.0
380.0,500.0,220.0,1.0,-1.0,1.0
390.0,510.0,210.0,1.0,-1.0,1.0
400.0,520.0,200.0,1.0,-1.0,1.0
410.0,530.0,190.0,1.0,-1.0,1.0
410.0,540.0,180.0,1.0,-1.0,0.0
410.0,550.0,170.0,1.0,-1.0,0.0
410.0,560.0,160.0,1.0,-1.0,0.0
410.0,570.0,150.0,1.0,-1.0,0.0
410.0,560.0,140.0,-1.0,-1.0,0.0
400.0,550.0,130.0,-1.0,-1.0,-1.0
390.0,540.0,120.0,-1.0,-1.0,-1.0
380.0,530.0,110.0,-1.0,-1.0,-1.0
370.0,520.0,100.0,-1.0,-1.0,-1.0
